accel_x_mean,accel_x_min,accel_x_max,accel_y_mean,accel_y_min,accel_y_max,accel_z_mean,accel_z_min,accel_z_max,accel_sma,accel_ai,gyro_x_mean,gyro_x_min,gyro_x_max,gyro_y_mean,gyro_y_min,gyro_y_max,gyro_z_mean,gyro_z_min,gyro_z_max,gyro_sma,gyro_ai,bucket_bin,activity,activity_code,bucket_samples
-2668.72,-8452,-186,3073.28,-2054,15630,-372.8,-5310,5150,7090.0,4741.724370572532,-348.01,-4247,2009,382.96,-3149,3362,-267.39,-1986,1594,3451.48,2217.3533312935124,32,Walking,4,100
-2687.3,-10058,-4,3196.28,-1386,14906,-405.98,-6604,3630,7077.64,4715.200558850967,-98.11,-4646,2146,206.61,-2924,3043,-224.63,-1758,1249,3321.15,2097.9049100061316,33,Walking,4,100
-2751.95,-7300,-944,3069.875,-1286,7806,-808.3,-6812,686,6800.575000000001,4522.193930206196,79.7625,-3367,2758,300.9,-3094,2697,-345.35,-1605,1012,3179.5875,2027.5155586211772,34,Walking,4,80
-2775.86,-8198,114,3115.14,-1834,12904,-432.76,-5984,3372,7049.24,4692.100285467117,77.44,-6596,2451,123.66,-3349,2886,-173.19,-1818,1256,3175.87,2033.898696163161,35,Walking,4,100
-2865.78,-8774,-548,3125.54,-1946,15014,-578.64,-7638,4186,7249.04,4845.489607583594,6.51,-3934,2500,84.02,-3201,3222,-159.47,-1632,1041,3299.76,2115.175688742268,36,Walking,4,100
-2746.16,-8886,-716,2850.28,-2196,8016,-421.64,-6968,3896,6730.56,4432.607451041194,152.44,-3788,2454,-107.33,-3289,3186,-139.45,-1960,1237,3244.34,2064.651877359192,37,Walking,4,100
-2731.76,-8138,-86,3279.12,-346,12878,-285.12,-7202,2918,6936.84,4626.809643589965,54.82,-4475,2343,-119.3,-3598,3083,-58.36,-1588,1039,3189.86,2030.7092619568512,38,Walking,4,100
-2743.92,-10122,-186,3078.42,-1530,13456,-160.7,-7122,3338,6754.400000000001,4521.90162568155,155.16,-4636,2244,116.6,-4086,3570,-101.94,-1740,1314,3274.28,2082.618314370736,39,Walking,4,100
-2913.12,-10084,-768,3215.74,-1366,12034,-395.7,-6366,3936,7273.6,4803.40338752179,153.63,-5497,2676,-156.06,-3786,3469,32.19,-1619,1150,3233.32,2090.443482758294,40,Walking,4,100
-2879.6,-9634,-370,3156.94,-868,13172,-452.78,-6256,2444,7059.04,4677.061851735988,-33.48,-3427,2062,-62.11,-3111,3581,31.31,-1814,1422,3170.6800000000003,2035.283682526916,41,Walking,4,100
-2809.12,-9638,-494,3043.8,-624,10542,-416.9,-4990,3372,6804.3,4531.474870438436,-439.04,-4945,2033,192.47,-2655,3733,-33.78,-1641,1381,2974.69,1904.0460521419386,42,Walking,4,100
-2741.86,-8754,-626,3016.7,-870,10558,-359.66,-4990,4734,6850.9800000000005,4515.73153042967,-555.84,-3315,1862,178.27,-2955,3802,-108.89,-1926,1484,3094.92,1991.3786692230997,43,Walking,4,100
-2538.2,-9944,-106,3147.38,-1094,12536,-397.96,-5960,3472,6828.38,4529.415976062052,-44.02,-5514,2265,27.51,-3753,3810,-203.94,-1781,2184,3666.79,2320.934959125272,44,Walking,4,100
-2635.3,-8534,-464,3148.26,-612,13530,-490.96,-6542,3830,6948.400000000001,4643.208459099956,112.54,-4205,3133,-30.61,-3880,2626,-164.05,-1633,1988,3255.7400000000002,2099.9466004889623,45,Walking,4,100
-2826.8,-9868,-162,3160.02,-1568,13806,-427.2,-5954,4098,7185.34,4769.818296634118,45.88,-5863,2598,35.31,-3071,3588,-171.7,-1877,1685,3602.9500000000003,2312.799795254258,46,Walking,4,100
-2672.38,-9096,-248,3217.22,-2042,12760,-394.3,-8622,3978,7078.7,4682.3802529368,152.74,-3389,2440,-0.64,-4685,2810,-126.31,-1902,1295,3270.69,2100.0185914201643,47,Walking,4,100
-2692.5,-7144,-788,3206.14,-1518,13278,-522.76,-6158,3936,7072.12,4709.286374305287,96.36,-3218,2581,68.49,-4368,3225,-141.27,-1607,1285,3236.4,2074.230029685147,48,Walking,4,100
-2735.46,-8996,-294,3199.66,-1894,13562,-521.68,-6558,3466,7059.52,4682.372295324794,28.57,-3763,2226,33.31,-3717,2833,-160.34,-1743,1067,3275.7000000000003,2068.223126053342,49,Walking,4,100
-2792.6,-9008,-318,3047.96,-1000,7712,-439.66,-6006,2392,6783.7,4494.951975221102,48.27,-3263,2215,0.9,-4145,2964,-132.22,-1828,1105,3238.21,2090.453906293599,50,Walking,4,100
-2500.5,-5624,-424,3036.36,-1902,13154,-97.32,-5750,4512,6439.82,4322.203666482273,114.38,-3923,2433,-151.41,-3688,3183,-45.27,-1717,1625,3280.2200000000003,2102.489998054988,51,Walking,4,100
-2802.64,-7952,-234,3278.24,-1744,12468,-314.72,-6584,3634,7151.76,4771.315899729072,232.58,-3176,2373,-1.15,-5115,2914,-27.66,-1700,1477,3301.07,2114.5674898373195,52,Walking,4,100
-2808.62,-8848,-608,3308.68,-2132,13550,-457.44,-7116,3898,7381.46,4902.966198785232,97.57,-3962,2760,-190.79,-4049,2855,-46.12,-2087,1324,3372.0,2168.917873776168,53,Walking,4,100
-2733.0,-8324,-178,3234.4,-1506,15212,-472.44,-6908,3748,7225.92,4811.257282265985,51.05,-3676,2486,-262.48,-4748,3058,26.87,-1673,1362,3298.84,2133.6789363955068,54,Walking,4,100
-2690.56,-9466,234,3233.88,-2838,14662,-364.26,-7652,4928,7368.06,4829.469960670604,-123.07,-3830,2338,-114.56,-5018,4549,-44.79,-2223,1509,3458.06,2250.691779562048,55,Walking,4,100
-2699.14,-8724,-46,3043.3,-2804,14816,-453.18,-7062,4456,7118.7,4696.5728902536075,-30.12,-4994,2527,-226.13,-3965,3250,-52.67,-1972,1255,3509.62,2273.4716007163856,56,Walking,4,100
-2678.16,-6966,-494,3042.96,-1952,12888,-474.52,-6828,3898,7058.4400000000005,4606.970833806217,-114.74,-3775,2435,-192.47,-3584,3217,-76.2,-1727,1260,3405.39,2174.264918863672,57,Walking,4,100
-2574.0,-11710,128,3155.0,-1408,14016,-442.48,-7072,4728,7008.2,4612.419828381809,17.5,-3000,2521,-2.36,-4515,3231,-87.71,-1809,1377,3484.73,2218.081684091576,58,Walking,4,100
-2625.24,-9216,-198,3169.4,-1602,14350,-457.16,-6270,4128,7161.32,4724.10522314228,69.44,-4453,2219,-39.46,-5829,3081,-191.22,-1525,1168,3553.16,2259.073737656282,59,Walking,4,100
-2698.02,-9282,-184,3202.36,-1822,13538,-419.74,-6306,4012,7179.16,4718.353303844119,164.59,-3215,2349,-26.81,-3264,2889,-110.86,-1753,1355,3387.7400000000002,2196.423379468171,60,Walking,4,100
-2743.84,-8842,-396,3263.9,-1098,12476,-476.74,-6258,2812,7174.84,4709.693808327464,104.76,-3237,2440,8.25,-4351,2668,-124.1,-1586,1276,3305.85,2145.661548998127,61,Walking,4,100
-2786.0,-5334,-938,3649.1944444444443,-324,15930,113.22222222222223,-7332,3186,7308.305555555555,4869.059874809181,420.8888888888889,-3902,2337,170.15277777777777,-2820,2777,79.30555555555556,-1474,1488,3281.597222222222,2073.183829235783,62,Walking,4,72
-2752.5,-10702,-128,3099.68,-1596,11484,-422.4,-5766,3176,6840.900000000001,4555.148784273793,83.46,-2272,2629,-24.39,-5878,3073,-187.95,-1564,1544,3469.02,2204.193556399677,63,Walking,4,100
-2805.28,-5644,-1106,3188.46,-2140,16580,-264.4,-6398,3398,6873.7,4560.747400519696,-397.58,-4639,1611,568.45,-5001,3676,-131.38,-1432,1501,3402.9300000000003,2260.1668684940432,64,Walking,4,100
-2476.22,-3988,-294,3290.84,1700,7026,-161.94,-1842,1768,6358.64,4276.952498547387,-692.11,-2738,1733,484.27,-1269,2864,-174.95,-770,169,1917.39,1332.338440410084,65,Walking,4,100
-2575.6,-2970,-1846,3197.48,2868,3704,-107.24,-612,410,5925.76,4114.859043959516,66.96,-272,702,-51.23,-629,198,-15.28,-175,65,250.09,170.12250220092312,66,Standing,3,100
-2604.46,-2832,-2346,3179.28,3016,3320,-56.96,-246,98,5851.1,4111.644716338839,2.0,-179,95,-0.35,-111,473,-17.42,-105,35,102.29,67.65718352090954,67,Standing,3,100
-2620.72,-2924,-2294,3165.1,2922,3408,-64.22,-392,364,5895.36,4113.896317498058,10.24,-203,219,34.28,-529,549,5.53,-65,82,238.05,170.82747051213062,68,Standing,3,100
-2601.64,-2930,-2320,3185.0,3016,3376,-118.7,-532,130,5918.3,4117.523883715074,-4.33,-125,136,4.87,-401,265,6.07,-57,70,157.83,112.40753341268359,69,Standing,3,100
-2588.14,-2760,-2386,3198.14,3070,3370,-32.38,-230,232,5856.02,4115.88631455595,23.18,-87,128,-25.26,-195,141,-0.95,-51,40,105.61,72.22159747578843,70,Standing,3,100
-2577.44,-2692,-2428,3211.72,3118,3302,-8.68,-248,132,5835.88,4118.898420420188,-12.45,-120,96,14.23,-125,152,9.36,-14,36,100.64,68.21506940072055,71,Standing,3,100
-2574.42,-2992,-2288,3207.14,2934,3542,44.9,-432,410,5900.34,4117.5679424656255,-2.33,-283,159,26.52,-247,311,-14.44,-75,60,166.07,118.1249108197911,72,Standing,3,100
-2619.325,-2822,-2376,3173.625,2980,3330,15.075,-304,346,5881.625,4117.478591968467,22.8875,-104,151,-0.875,-181,154,-0.325,-51,51,129.6125,89.92790801653624,73,Standing,3,80
-2533.0,-2720,-2338,3229.04,3076,3404,-28.4,-258,196,5835.52,4106.040559235933,-14.35,-111,97,-22.7,-189,96,5.45,-45,90,111.92,77.567250372689,74,Standing,3,100
-2828.66,-4112,-1014,3295.46,2570,4750,110.5,-982,774,6416.9400000000005,4401.141756371612,367.12,-407,2508,76.69,-787,2552,-27.02,-820,518,1368.09,910.1261210465007,75,Walking,4,100
-2785.9,-6878,-446,2984.46,344,11092,-506.02,-7924,2280,6857.1,4488.852735080835,-124.01,-2039,2035,-303.77,-3232,2364,32.98,-1362,1384,2650.78,1728.2980313895698,76,Walking,4,100
-2646.76,-9326,348,3022.84,-1132,12352,-381.34,-5898,3144,6742.78,4460.010128448443,-96.76,-3404,2521,-198.78,-3621,3139,0.88,-1613,1186,3174.82,2052.547636305289,77,Walking,4,100
-2553.84,-9098,160,3110.2,-696,13398,-405.08,-6734,3232,6765.6,4519.613355873016,29.15,-3326,2583,-51.45,-4821,2715,-137.6,-1721,1144,3443.96,2217.6589506314385,78,Walking,4,100
-2657.38,-10248,164,3175.2,-1296,12718,-379.76,-7504,3476,6994.46,4616.12348352308,21.37,-3012,2450,90.62,-3820,3313,-194.31,-1869,1213,3380.1800000000003,2164.7747261277677,79,Walking,4,100
-2732.08,-7726,-84,3250.4,-1034,13290,-485.12,-5482,3370,7220.360000000001,4809.878159607968,241.13,-3576,2363,-122.27,-4226,3408,-102.15,-1415,1578,3551.31,2287.7570760162907,80,Walking,4,100
-2628.0,-8742,-336,3235.72,-1486,13664,-458.68,-6408,3114,7151.28,4705.530486569702,211.12,-3146,2319,104.42,-2873,2746,-167.37,-1641,1310,3300.17,2077.702896029447,81,Walking,4,100
-2746.52,-8926,-240,3227.22,-1868,13232,-485.12,-6546,4228,7183.9800000000005,4764.5151551246745,-3.09,-4143,2432,99.97,-4155,2779,-207.15,-1691,1353,3385.63,2162.0998704907124,82,Walking,4,100
-2696.56,-8024,-478,2968.58,-1274,6974,-502.26,-5972,2306,6709.8,4400.5634643907215,108.64,-3407,2600,-100.09,-4956,2971,-160.02,-1500,1215,3239.25,2109.011439196749,83,Walking,4,100
-2588.98,-5488,-284,3220.92,216,13122,-20.74,-4648,3496,6487.24,4419.0125066270275,26.62,-2916,2297,-91.67,-3411,3138,-127.26,-1872,1271,3389.25,2153.4528403015643,84,Walking,4,100
-3012.68,-9116,-1168,3157.82,-1428,13930,-275.98,-7662,3946,7277.68,4844.805627335778,-56.63,-5197,2157,274.04,-3662,3510,-55.64,-2062,1242,3224.25,2082.7962843302203,85,Walking,4,100
-2830.84,-8492,46,3298.12,-1394,9850,-313.86,-4602,4286,7209.66,4811.727018398437,-311.98,-4004,2123,378.12,-2564,3660,-44.38,-2020,1345,3111.92,2014.2594041393293,86,Walking,4,100
-2678.24,-10322,-42,3250.88,-1116,12654,-351.42,-5470,4266,7125.9400000000005,4754.58292803085,-269.61,-2345,2378,-13.44,-4662,3954,-59.02,-1970,1105,3136.25,2009.7699222219262,87,Walking,4,100
-2569.9411764705883,-9156,-158,2896.1617647058824,-1340,15722,-590.5147058823529,-6814,3560,6916.176470588235,4497.542999454055,-269.1617647058824,-3367,2145,-108.25,-4531,3330,-130.97794117647058,-1627,1213,3181.4926470588234,2026.9567249632682,88,Walking,4,136
-2643.12,-10014,-364,3143.06,-1942,13572,-379.82,-6718,3654,6995.0,4593.515946545512,39.39,-2800,2024,-2.1,-4833,3499,-107.57,-1671,1489,3531.58,2245.095984370569,89,Walking,4,100
-2668.6,-10426,-310,3173.22,-2256,15182,-383.68,-6478,3304,7091.7,4722.3314864337235,134.47,-5051,2288,-10.51,-5795,3603,-157.24,-1693,1561,3599.38,2330.173685330332,90,Walking,4,100
-2693.26,-8910,-390,3252.54,-1082,9926,-495.74,-5852,3688,7221.54,4731.0144708318085,114.41,-3407,2317,32.5,-5920,3117,-103.97,-1563,1287,3491.66,2249.286437879562,91,Walking,4,100
-2889.614457831325,-9080,-670,3484.602409638554,-1302,12742,-520.722891566265,-7058,3774,7813.831325301206,5133.098870727618,143.19277108433735,-4934,2382,-296.8192771084337,-4883,3225,93.6144578313253,-1598,1676,3417.89156626506,2210.665978015864,92,Walking,4,83
-2754.14,-10108,16,3200.52,-2494,14080,-500.08,-9298,4908,7125.58,4726.650925958318,51.06,-5271,2270,148.78,-4780,3851,-155.53,-1782,1593,3387.37,2123.446050409838,93,Walking,4,100
-2720.3,-8666,-264,3298.5,-2848,16518,-475.62,-7518,4014,7295.74,4823.877032724578,38.0,-4104,2149,34.37,-5826,3238,-108.78,-1948,1899,3414.19,2184.7428917483385,94,Walking,4,100
-2711.88,-11142,-628,2940.66,-2378,10550,-323.48,-6468,4404,6834.58,4532.1906108231315,96.52,-3847,2316,-65.52,-5823,3272,-153.94,-1976,1316,3452.58,2203.877945252282,95,Walking,4,100
-2724.12,-9940,-684,3348.22,242,13022,-466.12,-6888,2762,7036.18,4681.8278124194885,62.63,-4409,2164,-33.82,-3743,3927,-11.43,-1850,1828,3488.7000000000003,2225.832437105464,96,Walking,4,100
-2432.36,-5116,-602,3118.12,-1440,14792,-199.58,-4966,3800,6454.02,4318.276829527773,1.77,-3434,2558,-192.18,-3046,2757,-108.76,-1838,2308,3227.15,2106.716862488368,97,Walking,4,100
-2756.92,-8522,-170,3288.36,-2256,16506,-223.02,-9940,4418,7343.9400000000005,4925.474483046336,243.66,-4645,2571,-33.77,-6065,3443,-72.31,-1656,1930,3580.16,2306.1203479406277,98,Walking,4,100
-2906.344827586207,-9252,-278,3462.8275862068967,-1308,17332,-499.86206896551727,-9400,3836,7762.0,5160.852516968465,105.02298850574712,-3372,2347,-365.6551724137931,-3846,2998,184.10344827586206,-1570,1983,3408.4827586206898,2239.2376475247734,99,Walking,4,87
-2877.7066666666665,-4918,-1520,3463.786666666667,-198,15566,96.26666666666667,-5632,3434,7062.56,4750.941939707951,333.68,-2935,2439,-150.48,-3807,2720,97.61333333333333,-1714,1886,3432.2533333333336,2182.4008611567165,100,Walking,4,75
-2726.6,-10222,-218,3237.32,-1948,13212,-379.44,-6880,4382,7219.8,4821.374683538962,-10.16,-3136,2257,-170.53,-3795,3764,14.0,-1651,1564,3306.9500000000003,2133.3390392974466,101,Walking,4,100
-2639.5,-10650,4,3228.78,-2534,16404,-385.12,-7614,4818,7233.360000000001,4795.2787231800685,-53.51,-4178,2155,-168.76,-4038,3414,10.47,-1862,1525,3433.4,2213.2449020980816,102,Walking,4,100
-2665.26,-11690,-414,3058.08,-1956,14348,-358.52,-7134,3348,6971.42,4577.505568526123,-35.48,-3071,2106,-223.36,-3372,3328,17.95,-1677,1480,3203.37,2043.5169798194868,103,Walking,4,100
-2648.4,-11600,190,3108.88,-2694,18450,-300.91,-8388,5416,7007.55,4684.69265180057,-246.01,-4276,2297,162.315,-3447,4068,-158.795,-2466,1785,3543.6,2241.1034345542134,105,Walking,4,200
-2751.6,-11708,270,3159.54,-2888,18474,-270.54,-5274,4782,7226.360000000001,4870.497316348672,-169.71,-4548,2114,265.57,-3260,4145,-257.81,-1856,2110,3604.65,2283.1045119184787,106,Walking,4,100
-2827.1958762886597,-8880,-458,3240.103092783505,-2088,15476,-397.36082474226805,-7968,4164,7342.680412371134,4888.940367808422,57.24742268041237,-3007,2517,112.5979381443299,-3689,3304,-207.61855670103094,-1806,1180,3426.041237113402,2175.4832345031755,107,Walking,4,97
-2844.3333333333335,-11246,2664,3316.8333333333335,-1692,11346,-475.7857142857143,-7356,3732,7495.285714285714,4955.231019769645,231.57142857142858,-3523,2374,259.4642857142857,-4691,4661,-329.39285714285717,-2056,1442,3803.4523809523807,2419.5716497693256,108,Walking,4,84
-2707.08,-12666,-128,3176.8,-2548,15448,-431.56,-6974,4274,7043.96,4739.026321398768,11.3,-5550,2675,103.85,-3606,3633,-137.1,-2097,1538,3572.09,2240.2687981980807,109,Walking,4,100
-2755.06,-10116,-508,3143.08,-2272,14972,-409.02,-7312,4626,7180.16,4718.681772828582,9.11,-2814,2535,50.5,-3243,3462,-202.9,-1794,1278,3345.21,2093.42565262018,110,Walking,4,100
-2828.36,-12028,-302,3100.48,-2808,10968,-390.16,-9412,2548,6954.28,4598.405193556037,61.83,-4763,2368,-16.39,-4583,4504,-84.95,-2729,1200,3400.83,2178.565570148486,111,Walking,4,100
-2433.84,-6436,560,3055.34,-3620,15094,-5.02,-5198,3790,6367.400000000001,4347.041915151361,125.01,-2827,2458,-177.04,-3288,3304,-48.6,-2120,1686,3273.21,2081.1041652315016,112,Walking,4,100
-2840.5625,-8038,-620,3370.8541666666665,-1384,11500,-406.2291666666667,-5836,3794,7392.479166666666,4910.421591093303,215.375,-2881,2479,61.604166666666664,-3462,2534,-35.114583333333336,-1912,1359,2976.0104166666665,1905.7917323173895,113,Walking,4,96
-2953.84,-8274,62,3175.2,-1442,13216,-439.6,-6858,3450,7319.52,4832.076612315923,-73.56,-3339,2119,42.9,-3440,3256,5.29,-2115,1325,3183.79,2085.886155292088,114,Walking,4,100
-2826.7,-10518,-472,3156.04,-646,10122,-361.14,-5734,3890,7039.08,4677.266906853841,-469.66,-3792,1542,313.72,-2179,4074,-18.16,-1521,1185,3035.68,1959.6814834900354,115,Walking,4,100
-2678.9,-9944,568,3083.7,-1488,16794,-363.78,-10460,4074,7087.78,4681.731022617107,-261.18,-4585,2417,-28.2,-3391,4179,-127.72,-1999,2195,3388.52,2168.269428584468,116,Walking,4,100
-2683.48,-8282,-100,3070.58,-1146,13432,-360.92,-6550,4734,7007.18,4578.752581495734,-214.73,-2567,2278,-95.19,-4851,3763,-100.4,-1719,1497,3423.7400000000002,2176.019548218166,117,Walking,4,100
-2541.08,-10628,-246,3184.6,-2818,16824,-431.84,-7944,4120,7156.96,4749.392961820781,5.68,-4946,2339,-5.97,-3677,4328,-121.54,-2111,1774,3587.83,2300.630861243105,118,Walking,4,100
-2680.7,-7462,12,3138.08,-2178,15950,-463.36,-8436,4448,7158.42,4726.8157804961465,24.47,-3688,2714,-27.78,-4805,4352,-205.58,-1665,1510,3663.91,2366.8542019466595,119,Walking,4,100
-2743.12,-9978,-144,3224.22,-3094,18206,-372.36,-8670,4060,7519.78,4976.848050469487,150.72,-5227,2575,-45.63,-4280,2992,-166.14,-1874,1558,3623.9900000000002,2316.739837495557,120,Walking,4,100
-2712.34,-12266,186,3241.36,-2812,14850,-418.42,-6640,4326,7337.360000000001,4870.115829915821,127.14,-3840,2644,36.7,-4019,4080,-158.56,-2106,1597,3527.9,2274.4731243790256,121,Walking,4,100
-2680.42,-7906,-430,3232.1,-2010,14234,-455.86,-8318,4544,7286.5,4830.167783111336,108.1,-4302,2208,108.89,-3377,2721,-148.33,-1992,1262,3294.1800000000003,2083.3085450237577,122,Walking,4,100
-2735.3924050632913,-8834,590,3308.227848101266,-2402,16782,-737.3164556962025,-8496,4802,7829.088607594937,5185.830727486219,202.2405063291139,-3962,2333,260.82278481012656,-4494,2724,-431.873417721519,-1683,1608,3710.025316455696,2382.1771756256653,123,Walking,4,79
-2661.04,-10934,-188,2922.06,-2714,8838,-456.88,-6668,4568,6858.26,4484.130920892658,68.75,-4135,2525,-52.85,-4076,3767,-153.05,-1933,1253,3494.57,2240.812018263076,124,Walking,4,100
-2738.9156626506024,-6234,-376,3550.120481927711,-1096,18386,57.30120481927711,-10068,4484,7186.819277108434,4863.639420881122,328.855421686747,-3848,2340,-179.84337349397592,-4620,2808,22.843373493975903,-1571,1692,3439.831325301205,2216.7652865363816,125,Walking,4,83
-2496.1612903225805,-5108,-332,3195.548387096774,732,6704,-176.41935483870967,-2090,726,6183.096774193548,4247.867792775066,329.96774193548384,-2741,2344,656.0483870967741,-2253,3121,-509.7741935483871,-1826,1307,3398.0806451612902,2105.327477627854,126,Walking,4,62
-2808.36,-10268,-750,3329.72,-2530,16914,-271.7,-6752,4658,7452.62,4949.567201830816,195.61,-3536,2681,-101.19,-5603,3959,-15.77,-1676,1355,3444.87,2229.7958659241867,127,Walking,4,100
-2785.18,-7780,-572,3320.98,-2420,16756,-390.24,-8390,4354,7473.2,4937.843515048284,77.11,-3987,2269,-132.24,-4481,3712,6.08,-1997,1428,3368.35,2174.666208899932,128,Walking,4,100
-2760.32,-11820,518,3243.84,-2282,14460,-429.64,-7636,3890,7316.0,4861.404484043629,34.77,-3610,2196,-183.84,-3890,4055,24.95,-2090,1599,3360.86,2177.7711176089742,129,Walking,4,100
-2451.777777777778,-10706,-458,2742.277777777778,-1890,13984,-467.27777777777777,-6286,3862,6794.555555555555,4375.871487939574,-514.3194444444445,-3312,1803,-457.9861111111111,-3964,3361,38.291666666666664,-1877,1850,3484.430555555555,2258.7868823153685,130,Walking,4,72
-2682.04,-10282,-324,3050.42,-2432,15470,-436.36,-7492,4778,7107.18,4697.726801464723,-28.45,-3938,2385,-236.82,-4233,3454,34.58,-1763,1918,3236.55,2106.6599472647754,131,Walking,4,100
-2584.82,-8736,-476,3127.16,-2244,15610,-409.64,-7636,4510,7116.9400000000005,4683.098634468156,-96.49,-3840,2234,-116.74,-4405,2852,-89.72,-1863,1238,3312.61,2124.072412399926,132,Walking,4,100
-2569.86,-9142,-654,3114.48,-1868,13932,-431.58,-6054,4138,6978.4800000000005,4612.134165730141,70.47,-3503,2292,-72.1,-4004,3143,-141.85,-1687,1253,3476.12,2218.5553834230836,133,Walking,4,100
-2713.56,-10004,-712,3194.7,-1794,13662,-414.4,-6322,3198,7093.14,4696.224977940486,112.76,-3189,2294,-8.73,-3055,2962,-195.4,-1989,1580,3307.19,2101.727021534571,134,Walking,4,100
-2770.0,-8246,-778,3196.2,-1144,13062,-372.94,-5648,2942,7072.7,4663.139433014894,141.0,-3726,2285,93.27,-2515,2452,-202.83,-1560,1308,3079.04,1944.6209022104658,135,Walking,4,100
-2654.62,-5134,-682,3137.1,2076,5690,-411.32,-3216,566,6379.04,4316.04869632299,-377.92,-2694,2083,747.5,-2845,2851,-266.19,-1341,1185,3062.91,1957.312851009172,136,Walking,4,100
-2593.8,-5230,-1116,3197.58,1564,6878,-265.7,-2516,1434,6400.360000000001,4249.785976887434,-567.15,-2227,1142,552.62,-1056,2382,-168.45,-692,565,1882.5,1263.150687511622,137,Walking,4,100
-2667.26,-4742,-772,3199.26,1788,4674,-167.2,-1620,226,6076.4800000000005,4232.361569832427,-68.05,-2032,1719,-126.9,-2777,1257,-9.66,-481,874,780.13,522.3073422373214,138,Walking,4,100
-2640.14,-3230,-2392,3150.02,2704,3402,-100.92,-342,160,5917.16,4118.395818366342,10.83,-351,284,56.29,-148,588,33.51,-62,165,298.65000000000003,200.0696176962039,139,Standing,3,100
-2573.5757575757575,-2668,-2484,3198.686868686869,3094,3310,-206.7070707070707,-310,-118,5978.969696969698,4111.17142175126,31.0,-63,123,-14.919191919191919,-109,66,-3.6666666666666665,-24,23,114.51515151515153,77.69736794464366,140,Standing,3,99
-2602.5822784810125,-2704,-2510,3176.506329113924,3106,3256,-208.65822784810126,-320,-128,5987.7468354430375,4112.352999416049,14.367088607594937,-31,49,8.835443037974683,-36,52,-0.6329113924050633,-32,30,49.60759493670886,32.99510943261992,141,Standing,3,79
-2574.12,-2660,-2452,3199.06,3106,3308,-192.64,-294,-60,5965.82,4111.433170571878,-9.7,-96,89,17.13,-54,98,7.53,-7,21,68.60000000000001,46.38161900566664,142,Standing,3,100
-2567.08,-2642,-2480,3212.2,3114,3286,-175.32,-296,-26,5954.6,4116.10473314916,8.03,-45,83,6.87,-68,61,1.09,-12,26,49.370000000000005,34.71126310232014,143,Standing,3,100
-2544.2,-2624,-2434,3233.58,3172,3328,-143.28,-254,-2,5921.06,4117.451431137366,17.42,-33,155,-14.69,-119,28,9.48,-4,41,52.47,34.74571159272553,144,Standing,3,100
-2531.22,-2856,-2198,3011.66,1966,3636,-846.2,-2318,-18,6389.08,4100.487892570502,195.93,-293,832,262.1,-129,1184,-95.81,-490,110,707.86,459.8876833985581,145,Standing,3,100
-2866.32,-6528,1890,3179.56,-170,6180,-671.5,-3430,2650,7147.14,4631.619343884354,19.65,-1609,2545,-216.23,-2726,4808,-141.93,-1533,1109,2692.4700000000003,1850.5814169163807,146,Jogging,0,100
-2681.2,-11568,3648,3660.76,-3218,16206,-271.36,-12646,9468,9342.84,6086.691756982565,-92.59,-5432,5700,-363.63,-10347,3726,257.64,-2825,3156,4886.92,3259.755106042839,147,Jogging,0,100
-2709.9,-9208,2652,3122.66,-582,15174,-553.22,-5960,7018,7676.74,4987.619035468919,154.31,-3272,5224,118.91,-6467,3347,-101.55,-2317,2631,3982.05,2589.055008878747,148,Jogging,0,100
-2593.66,-10028,1990,3422.6,-198,14558,-375.86,-5488,5368,7830.32,5149.778015765338,12.56,-4721,5430,-26.87,-6115,3155,-172.96,-2116,2854,3997.55,2643.9268733777776,149,Jogging,0,100
-3056.42,-9870,1976,3638.72,-236,13784,-310.98,-5836,5886,8700.84,5604.2158853213095,-18.57,-3635,5443,-216.15,-4730,4198,323.22,-2145,3175,4464.86,2932.8539290530834,150,Jogging,0,100
-2741.06,-10318,1868,3337.6,-560,15436,-595.88,-8074,6460,7848.7,5079.325844638817,118.02,-4240,5906,365.6,-5575,3706,-169.78,-2365,2812,3842.44,2545.833637965594,151,Jogging,0,100
-2391.28,-10300,1232,3134.48,60,11990,-480.86,-8890,3888,7154.54,4719.582889922299,-216.34,-3844,6304,499.18,-4224,5467,-102.32,-2517,2591,4127.3,2778.1587600305734,152,Jogging,0,100
-3014.26,-9276,1152,3649.8,-212,13388,-274.2,-5532,8854,8362.94,5422.808525948687,-582.16,-4466,3855,186.3,-4777,3940,189.49,-2692,2824,4095.29,2706.1348636958614,153,Jogging,0,100
-2743.58,-9944,1658,3749.02,-678,13048,-347.04,-6712,5204,8230.52,5392.7627400168185,212.52,-4453,4533,474.13,-3509,3246,-392.33,-2421,2731,3982.78,2598.184669772886,154,Jogging,0,100
-2363.2,-11362,3456,3446.24,-860,14858,-125.14,-6568,6426,8252.18,5393.338579788747,5.14,-3465,6004,-144.0,-4283,4024,124.81,-2431,4410,4376.7300000000005,2928.380536470656,155,Jogging,0,100
-2713.52,-10224,2434,3007.64,114,14950,-503.3,-11112,4542,7664.860000000001,4999.574203242861,-60.32,-5806,6847,-230.32,-4873,4533,149.0,-2372,3645,4085.98,2679.857479228599,156,Jogging,0,100
